dps310_pressure,dps310_temp,bno08x_accel_z,bno08x_accel_x,bno08x_accel_y,timestamp
,,-0.113281,0.34375,-9.60938,1725197606012
972.701,36.2831,,,,1725197606134
,,-0.304688,0.191406,-9.69141,1725197606203
972.701,36.2871,,,,1725197606294
,,-0.0390625,0.382813,-9.92188,1725197606359
972.7,36.2871,,,,1725197606486
,,-0.496094,0.574219,-9.88281,1725197606551
972.7,36.2973,,,,1725197606650
,,-0.421875,0.304688,-9.64844,1725197606716
972.703,36.3055,,,,1725197606845
,,0.460938,0.078125,-9.64844,1725197606913
972.702,36.2947,,,,1725197607005
,,-0.230469,0.421875,-9.46484,1725197607070
972.7,36.2984,,,,1725197607190
,,0.078125,0.691406,-9.72656,1725197607255
972.701,36.3041,,,,1725197607342
,,-0.113281,0.230469,-9.6875,1725197607408
972.704,36.3041,,,,1725197607528
,,0.382813,0.460938,-9.60938,1725197607593
972.704,36.3061,,,,1725197607701
,,0.078125,0.574219,-9.76953,1725197607767
972.703,36.3001,,,,1725197607887
,,0.152344,0.269531,-9.84766,1725197607956
972.703,36.3041,,,,1725197608049
,,0.460938,0.191406,-10.0703,1725197608121
972.705,36.3095,,,,1725197608237
,,-0.269531,0.34375,-9.84766,1725197608302
972.705,36.3129,,,,1725197608393
,,-0.230469,0.304688,-9.60938,1725197608460
972.706,36.3163,,,,1725197608580
,,0.078125,0.382813,-9.84766,1725197608647
972.707,36.3163,,,,1725197608744
,,0.113281,0.152344,-10.1914,1725197608810
972.708,36.3137,,,,1725197608944
,,0.152344,-0.230469,-9.92578,1725197609010
972.71,36.3228,,,,1725197609101
,,-0.078125,0.0,-10.0039,1725197609166
972.71,36.3245,,,,1725197609289
,,-0.230469,0.269531,-9.72656,1725197609354
972.709,36.3208,,,,1725197609455
,,-0.0390625,0.382813,-9.80469,1725197609522
972.709,36.3276,,,,1725197609645
,,-0.0390625,0.765625,-10.1133,1725197609718
972.709,36.3276,,,,1725197609809
,,-0.460938,0.0390625,-9.50391,1725197609876
972.706,36.3265,,,,1725197609991
,,-0.078125,0.652344,-10.1094,1725197610056
972.707,36.3307,,,,1725197610148
,,-0.191406,-0.113281,-9.84375,1725197610215
972.707,36.3288,,,,1725197610337
,,-0.113281,0.152344,-9.73047,1725197610403
972.709,36.3336,,,,1725197610508
,,0.113281,0.613281,-9.88672,1725197610575
972.71,36.3427,,,,1725197610694
,,0.0,0.382813,-9.84766,1725197610759
972.708,36.3427,,,,1725197610851
,,0.0390625,0.726563,-10.0313,1725197610919
972.711,36.3469,,,,1725197611039
,,-0.804688,0.0390625,-9.80859,1725197611104
972.709,36.3446,,,,1725197611195
,,0.421875,0.804688,-9.80469,1725197611264
972.707,36.3464,,,,1725197611390
,,0.152344,0.726563,-9.54297,1725197611456
972.707,36.3449,,,,1725197611554
,,-0.652344,0.765625,-10.0703,1725197611621
972.709,36.3478,,,,1725197611741
,,0.269531,0.496094,-9.69141,1725197611807
972.709,36.3478,,,,1725197611898
,,-0.304688,0.421875,-10.2656,1725197611965
972.71,36.3495,,,,1725197612085
,,0.230469,-0.269531,-9.6875,1725197612154
972.71,36.3503,,,,1725197612252
,,-0.0390625,0.269531,-10.1914,1725197612315
972.709,36.3461,,,,1725197612432
,,0.421875,0.613281,-9.34375,1725197612507
972.71,36.3503,,,,1725197612606
,,-0.191406,0.84375,-9.80859,1725197612674
972.709,36.3531,,,,1725197612791
,,1.33984,0.191406,-9.46094,1725197612856
972.709,36.356,,,,1725197612952
,,0.34375,0.0,-9.69141,1725197613017
972.71,36.356,,,,1725197613135
,,-0.269531,0.765625,-9.57813,1725197613200
972.71,36.3568,,,,1725197613296
,,-0.460938,0.652344,-9.92188,1725197613361
972.711,36.3636,,,,1725197613479
,,-0.535156,0.574219,-9.92578,1725197613544
972.711,36.3648,,,,1725197613634
,,-0.152344,0.652344,-10.0742,1725197613705
972.713,36.3659,,,,1725197613831
,,-0.613281,0.382813,-9.64844,1725197613895
972.712,36.3685,,,,1725197613993
,,-0.496094,0.957031,-10.0742,1725197614059
972.714,36.3685,,,,1725197614175
,,-0.078125,0.574219,-9.92578,1725197614241
972.711,36.371,,,,1725197614335
,,-0.382813,0.535156,-9.76563,1725197614399
972.711,36.3679,,,,1725197614523
,,0.613281,0.84375,-9.64844,1725197614588
972.711,36.3724,,,,1725197614679
,,-0.765625,0.652344,-9.76953,1725197614744
972.713,36.3801,,,,1725197614862
,,-0.535156,0.460938,-9.92188,1725197614929
972.714,36.3801,,,,1725197615019
,,0.421875,0.917969,-9.72656,1725197615085
972.715,36.3812,,,,1725197615206
,,0.726563,0.535156,-9.76563,1725197615270
972.712,36.3829,,,,1725197615367
,,-0.382813,0.652344,-9.76563,1725197615432
972.712,36.3801,,,,1725197615559
,,-0.191406,0.304688,-10.1094,1725197615623
972.712,36.3778,,,,1725197615720
,,-0.34375,0.535156,-9.80469,1725197615784
972.71,36.3795,,,,1725197615905
,,0.535156,0.882813,-9.92188,1725197615970
972.71,36.3795,,,,1725197616064
,,0.152344,0.957031,-9.84766,1725197616134
972.711,36.3846,,,,1725197616254
,,0.0390625,0.613281,-9.88672,1725197616319
972.712,36.3838,,,,1725197616420
,,0.113281,0.421875,-9.76953,1725197616484
972.711,36.3912,,,,1725197616608
,,-0.269531,0.652344,-10.1094,1725197616675
972.711,36.3906,,,,1725197616764
,,-0.0390625,0.496094,-9.73047,1725197616830
972.714,36.386,,,,1725197616957
,,0.84375,0.304688,-9.46094,1725197617023
972.713,36.3991,,,,1725197617114
,,0.152344,0.691406,-9.88281,1725197617179
972.714,36.3991,,,,1725197617298
,,-0.382813,0.613281,-9.88672,1725197617362
972.712,36.4034,,,,1725197617453
,,-0.613281,0.382813,-9.30469,1725197617518
972.713,36.3971,,,,1725197617637
,,0.191406,0.382813,-9.84375,1725197617707
972.712,36.3957,,,,1725197617800
,,-0.535156,0.726563,-9.58203,1725197617866
972.712,36.4002,,,,1725197617993
,,-0.304688,0.804688,-10.0039,1725197618057
972.71,36.4011,,,,1725197618154
,,-0.113281,1.1875,-9.76563,1725197618221
972.711,36.4011,,,,1725197618338
,,-0.535156,0.421875,-9.5,1725197618403
972.711,36.3997,,,,1725197618501
,,0.152344,0.535156,-9.84766,1725197618565
972.71,36.4121,,,,1725197618684
,,0.382813,0.460938,-9.69141,1725197618749
972.71,36.4025,,,,1725197618842
,,0.113281,0.726563,-9.88672,1725197618913
972.709,36.4019,,,,1725197619029
,,-0.230469,0.613281,-10.0352,1725197619097
972.709,36.4102,,,,1725197619195
,,0.535156,1.10938,-9.84375,1725197619260
972.71,36.4102,,,,1725197619392
,,-0.191406,-0.269531,-9.92578,1725197619460
972.71,36.4116,,,,1725197619550
,,0.113281,0.460938,-9.60938,1725197619614
972.71,36.4147,,,,1725197619732
,,-0.113281,0.574219,-9.72656,1725197619798
972.709,36.409,,,,1725197619887
,,-1.1875,-0.152344,-10.1094,1725197619952
972.711,36.4113,,,,1725197620069
,,-0.535156,1.03516,-9.73047,1725197620138
972.71,36.4113,,,,1725197620229
,,-0.304688,0.84375,-10.0352,1725197620295
972.711,36.4238,,,,1725197620413
,,-0.34375,1.41797,-10.0039,1725197620478
972.712,36.4226,,,,1725197620569
,,-0.421875,0.691406,-9.54297,1725197620633
972.713,36.4249,,,,1725197620752
,,-0.460938,0.804688,-10.0352,1725197620817
972.711,36.4229,,,,1725197620913
,,-0.691406,0.726563,-9.61328,1725197620978
972.712,36.4297,,,,1725197621096
,,-0.460938,0.804688,-9.65234,1725197621161
972.71,36.4297,,,,1725197621252
,,-0.460938,0.917969,-9.76563,1725197621316
972.709,36.4314,,,,1725197621434
,,-0.382813,0.804688,-10.0703,1725197621501
972.708,36.4252,,,,1725197621597
,,-0.382813,0.804688,-9.96094,1725197621663
972.709,36.4311,,,,1725197621781
,,0.574219,0.460938,-9.5,1725197621846
972.713,36.4354,,,,1725197621941
,,0.0390625,0.726563,-9.80469,1725197622007
972.709,36.432,,,,1725197622123
,,0.191406,0.691406,-9.84766,1725197622187
972.711,36.432,,,,1725197622283
,,-0.191406,0.421875,-9.64844,1725197622347
972.711,36.4334,,,,1725197622465
,,0.0390625,0.652344,-9.88672,1725197622533
972.71,36.4215,,,,1725197622624
,,-0.230469,0.613281,-9.72656,1725197622689
972.711,36.4377,,,,1725197622807
,,-0.113281,0.652344,-9.73047,1725197622872
972.713,36.4408,,,,1725197622962
,,-0.152344,0.804688,-9.80859,1725197623027
972.711,36.4408,,,,1725197623143
,,0.113281,0.460938,-9.88672,1725197623208
972.708,36.4382,,,,1725197623304
,,-0.230469,0.496094,-9.57813,1725197623368
972.707,36.4263,,,,1725197623486
,,-0.34375,0.421875,-9.92578,1725197623550
972.709,36.4433,,,,1725197623639
,,-0.230469,0.230469,-9.88672,1725197623705
972.708,36.4462,,,,1725197623821
,,-0.078125,0.535156,-10.0039,1725197623887
972.709,36.4462,,,,1725197623976
,,-0.113281,0.230469,-10.0703,1725197624046
972.709,36.4439,,,,1725197624163
,,-0.613281,-0.078125,-9.69141,1725197624227
972.709,36.4433,,,,1725197624319
,,0.0,0.269531,-9.92188,1725197624383
972.71,36.4513,,,,1725197624501
,,0.152344,0.535156,-9.76563,1725197624564
972.709,36.4482,,,,1725197624654
,,0.078125,0.574219,-10.1133,1725197624720
972.709,36.4504,,,,1725197624842
,,0.113281,0.613281,-9.38672,1725197624906
972.708,36.4504,,,,1725197624997
,,0.269531,0.652344,-10.0742,1725197625060
972.709,36.4527,,,,1725197625179
,,-0.152344,0.460938,-9.64844,1725197625242
972.71,36.4623,,,,1725197625333
,,0.0,0.574219,-9.72656,1725197625398
972.709,36.4626,,,,1725197625514
,,-0.078125,0.382813,-9.96484,1725197625580
972.709,36.4706,,,,1725197625680
,,-0.152344,0.496094,-9.69141,1725197625746
972.708,36.4706,,,,1725197625862
,,0.0390625,0.496094,-10.0039,1725197625926
972.708,36.4669,,,,1725197626017
,,0.230469,0.574219,-9.73047,1725197626081
972.71,36.4779,,,,1725197626199
,,-0.230469,0.34375,-9.92578,1725197626262
972.71,36.4779,,,,1725197626352
,,0.191406,0.574219,-9.80469,1725197626423
972.708,36.4756,,,,1725197626539
,,0.113281,0.726563,-9.92188,1725197626603
972.708,36.4762,,,,1725197626694
,,0.078125,0.382813,-9.80469,1725197626759
972.708,36.4708,,,,1725197626877
,,-0.269531,0.574219,-9.76953,1725197626940
972.71,36.4847,,,,1725197627031
,,0.113281,0.191406,-9.76953,1725197627095
972.711,36.4875,,,,1725197627218
,,-0.078125,0.152344,-9.80469,1725197627283
972.708,36.4875,,,,1725197627372
,,0.152344,0.460938,-9.80469,1725197627436
972.708,36.4791,,,,1725197627548
,,0.421875,0.152344,-9.76953,1725197627612
972.709,36.4816,,,,1725197627712
,,0.691406,0.460938,-10.1523,1725197627778
972.709,36.4807,,,,1725197627890
,,-0.34375,0.269531,-9.69141,1725197627961
972.712,36.4898,,,,1725197628054
,,0.0390625,0.882813,-9.92188,1725197628118
972.711,36.4898,,,,1725197628231
,,0.726563,0.84375,-9.69141,1725197628296
972.709,36.4898,,,,1725197628387
,,-0.113281,0.34375,-10.0313,1725197628452
972.709,36.4947,,,,1725197628564
,,0.078125,0.382813,-10.0313,1725197628629
972.711,36.4966,,,,1725197628733
,,0.0390625,0.804688,-9.65234,1725197628799
972.709,36.4935,,,,1725197628909
,,-0.535156,0.0,-9.69141,1725197628975
972.71,36.4935,,,,1725197629067
,,0.152344,0.613281,-9.73047,1725197629132
972.71,36.4972,,,,1725197629223
,,-0.34375,0.269531,-9.84766,1725197629309
972.712,36.5006,,,,1725197629406
,,0.113281,0.84375,-9.84766,1725197629471
972.712,36.5006,,,,1725197629567
,,-0.152344,0.269531,-9.69141,1725197629653
972.712,36.506,,,,1725197629746
,,0.382813,0.726563,-10.0313,1725197629810
972.712,36.506,,,,1725197629902
,,0.496094,0.421875,-9.84375,1725197629998
972.71,36.5052,,,,1725197630093
,,-0.382813,0.230469,-9.65234,1725197630158
972.709,36.4978,,,,1725197630249
,,-0.152344,0.382813,-10.1094,1725197630340
972.71,36.5066,,,,1725197630444
,,0.230469,0.152344,-9.80859,1725197630510
972.71,36.5043,,,,1725197630607
,,0.152344,0.957031,-9.92188,1725197630694
972.709,36.5165,,,,1725197630794
,,0.0,-0.191406,-9.80859,1725197630859
972.711,36.5165,,,,1725197630950
,,0.421875,-0.113281,-9.76953,1725197631046
972.712,36.5122,,,,1725197631147
,,-0.269531,0.496094,-9.96484,1725197631213
972.709,36.5125,,,,1725197631320
,,0.804688,-0.269531,-9.65234,1725197631409
972.709,36.5094,,,,1725197631505
,,0.460938,0.191406,-9.30859,1725197631570
972.71,36.5196,,,,1725197631663
,,-0.382813,0.269531,-9.92188,1725197631751
972.71,36.5162,,,,1725197631846
,,0.078125,0.191406,-9.61328,1725197631913
972.713,36.5323,,,,1725197632009
,,0.152344,-0.691406,-10.0,1725197632096
972.711,36.5323,,,,1725197632189
,,0.34375,-0.421875,-9.53906,1725197632254
972.71,36.5241,,,,1725197632354
,,0.269531,0.34375,-9.88672,1725197632423
972.711,36.525,,,,1725197632538
,,0.613281,0.0,-9.54297,1725197632606
972.71,36.523,,,,1725197632700
,,-0.230469,0.078125,-9.65234,1725197632770
972.711,36.5264,,,,1725197632888
,,0.191406,0.652344,-9.76953,1725197632953
972.71,36.5225,,,,1725197633045
,,-0.304688,0.152344,-9.65234,1725197633113
972.71,36.5225,,,,1725197633238
,,-0.191406,-0.0390625,-9.84375,1725197633307
972.71,36.5329,,,,1725197633408
,,0.0,0.535156,-9.73047,1725197633471
972.71,36.5366,,,,1725197633598
,,0.0,0.269531,-9.96484,1725197633664
972.709,36.5298,,,,1725197633758
,,-0.078125,0.230469,-9.6875,1725197633824
972.712,36.5329,,,,1725197633942
,,0.078125,-0.0390625,-9.73047,1725197634010
972.712,36.5431,,,,1725197634101
,,0.0,0.230469,-9.84375,1725197634169
972.71,36.5346,,,,1725197634304
,,0.152344,0.34375,-9.60938,1725197634371
972.712,36.5346,,,,1725197634467
,,0.269531,0.269531,-9.84766,1725197634534
972.711,36.5409,,,,1725197634656
,,-0.078125,0.304688,-9.96094,1725197634721
972.712,36.5437,,,,1725197634824
,,0.113281,0.304688,-9.80859,1725197634888
972.712,36.5434,,,,1725197635010
,,0.230469,0.613281,-10.0352,1725197635075
972.713,36.5403,,,,1725197635169
,,-0.113281,0.078125,-9.84766,1725197635239
972.713,36.5426,,,,1725197635361
,,0.652344,-0.269531,-9.73047,1725197635427
972.713,36.5426,,,,1725197635534
,,0.269531,0.421875,-9.80859,1725197635602
972.712,36.5497,,,,1725197635726
,,-0.230469,0.421875,-10.0742,1725197635793
972.713,36.5468,,,,1725197635884
,,0.191406,0.574219,-10.1484,1725197635950
972.712,36.5522,,,,1725197636076
,,-0.113281,-0.0390625,-9.80469,1725197636142
972.713,36.5539,,,,1725197636242
,,0.304688,0.882813,-9.80859,1725197636319
972.714,36.557,,,,1725197636606
,,-0.113281,-0.078125,-9.58203,1725197636696
972.714,36.5548,,,,1725197636812
,,0.421875,0.460938,-9.96094,1725197636878
972.714,36.5548,,,,1725197637002
,,0.078125,0.382813,-10.1094,1725197637074
972.715,36.5556,,,,1725197637174
,,-0.152344,0.0390625,-10.0039,1725197637237
972.716,36.5542,,,,1725197637359
,,0.191406,0.34375,-10.0352,1725197637425
972.716,36.5585,,,,1725197637517
,,0.191406,0.0,-9.6875,1725197637585
972.715,36.561,,,,1725197637705
,,0.304688,0.535156,-9.88281,1725197637770
972.716,36.5641,,,,1725197637877
,,0.496094,0.382813,-9.92188,1725197637942
972.714,36.5627,,,,1725197640129
,,0.230469,0.460938,-9.92578,1725197640200
972.712,36.5724,,,,1725197640369
,,0.382813,0.34375,-9.64844,1725197640434
972.714,36.582,,,,1725197640533
,,-0.191406,0.691406,-9.88672,1725197640597
972.714,36.5755,,,,1725197640717
,,-0.152344,0.0390625,-9.92188,1725197640783
972.713,36.5602,,,,1725197640880
,,0.230469,0.765625,-9.76563,1725197640946
972.714,36.582,,,,1725197641066
,,0.382813,0.269531,-9.80469,1725197641133
972.714,36.582,,,,1725197641231
,,0.535156,0.652344,-9.88672,1725197641302
972.714,36.5862,,,,1725197641424
,,0.152344,0.34375,-9.54297,1725197641491
972.714,36.5868,,,,1725197641583
,,0.0,-0.113281,-9.76563,1725197641655
972.713,36.5848,,,,1725197641774
,,-0.191406,-0.078125,-9.57813,1725197641841
972.712,36.5927,,,,1725197641939
,,0.078125,0.113281,-9.64844,1725197642003
972.716,36.5953,,,,1725197642127
,,-0.0390625,-0.230469,-9.96094,1725197642192
972.714,36.5953,,,,1725197642283
,,-0.113281,0.421875,-9.92578,1725197642347
972.712,36.5891,,,,1725197642471
,,-0.113281,0.496094,-9.84766,1725197642536
972.712,36.5899,,,,1725197642627
,,0.230469,0.113281,-9.96094,1725197642692
972.713,36.601,,,,1725197642817
,,-0.191406,-0.0390625,-9.6875,1725197642883
972.715,36.6027,,,,1725197642973
,,0.34375,0.113281,-9.76563,1725197643040
972.712,36.6013,,,,1725197643158
,,0.0390625,-0.113281,-9.84766,1725197643222
972.714,36.6013,,,,1725197643319
,,-0.078125,0.382813,-9.80469,1725197643389
972.712,36.6044,,,,1725197643514
,,0.078125,0.230469,-9.80859,1725197643580
972.712,36.6049,,,,1725197643671
,,0.269531,0.113281,-9.88672,1725197643736
972.712,36.603,,,,1725197643854
,,0.113281,0.421875,-9.88281,1725197643920
972.711,36.603,,,,1725197644012
,,-0.078125,0.230469,-9.76953,1725197644083
972.71,36.607,,,,1725197644200
,,0.078125,0.191406,-9.72656,1725197644265
972.709,36.607,,,,1725197644361
,,-0.152344,0.113281,-9.80469,1725197644425
972.711,36.6109,,,,1725197644548
,,0.078125,0.460938,-9.88672,1725197644612
972.709,36.6064,,,,1725197644716
,,-0.152344,0.269531,-9.84766,1725197644783
972.709,36.6106,,,,1725197644911
,,0.0390625,0.269531,-9.88672,1725197644976
972.708,36.614,,,,1725197645066
,,-0.113281,0.421875,-9.92578,1725197645132
972.709,36.6169,,,,1725197645249
,,0.0,0.34375,-9.96484,1725197645316
972.708,36.6169,,,,1725197645408
,,0.0,0.34375,-9.84766,1725197645472
972.707,36.6174,,,,1725197645595
,,0.230469,0.113281,-9.80859,1725197645668
972.706,36.6177,,,,1725197645763
,,-0.113281,0.34375,-9.69141,1725197645830
972.706,36.6197,,,,1725197645947
,,0.0,0.269531,-9.92188,1725197646012
972.708,36.6214,,,,1725197646107
,,0.34375,0.0390625,-9.73047,1725197646174
972.708,36.6228,,,,1725197646294
,,0.113281,0.230469,-9.76953,1725197646358
972.706,36.6228,,,,1725197646449
,,0.0390625,0.230469,-9.80859,1725197646518
972.708,36.6211,,,,1725197646637
,,-0.0390625,0.0390625,-9.96484,1725197646702
972.706,36.6251,,,,1725197646793
,,0.113281,0.078125,-9.84766,1725197646857
972.703,36.6007,,,,1725197646976
,,0.230469,0.382813,-9.6875,1725197647041
972.708,36.633,,,,1725197647133
,,0.078125,0.613281,-9.96484,1725197647199
972.708,36.6288,,,,1725197647326
,,0.191406,-0.078125,-9.76953,1725197647392
972.707,36.6288,,,,1725197647492
,,-0.152344,0.191406,-9.92578,1725197647556
972.706,36.629,,,,1725197647676
,,-0.113281,0.269531,-9.76563,1725197647741
972.706,36.6285,,,,1725197647831
,,-0.0390625,0.34375,-9.96484,1725197647895
972.704,36.631,,,,1725197648012
,,0.0390625,0.34375,-9.84766,1725197648083
972.705,36.6353,,,,1725197648174
,,-0.113281,0.535156,-9.84766,1725197648238
972.704,36.6361,,,,1725197648357
,,-0.078125,0.269531,-9.80469,1725197648423
972.703,36.6361,,,,1725197648512
,,-0.152344,0.113281,-9.84766,1725197648581
972.704,36.6336,,,,1725197648701
,,-0.191406,0.269531,-9.92578,1725197648767
972.705,36.6384,,,,1725197648862
,,0.0390625,0.191406,-9.72656,1725197648927
972.705,36.641,,,,1725197649048
,,-0.0390625,0.191406,-9.80859,1725197649111
972.704,36.6424,,,,1725197649220
,,-0.269531,0.304688,-9.88281,1725197649290
972.704,36.6452,,,,1725197649415
,,-0.34375,0.304688,-9.76953,1725197649481
972.704,36.6452,,,,1725197649572
,,0.34375,0.304688,-9.84375,1725197649643
972.703,36.6463,,,,1725197649768
,,0.113281,0.0390625,-9.80469,1725197649837
972.705,36.6517,,,,1725197649927
,,-0.191406,0.269531,-9.80859,1725197649993
972.705,36.6514,,,,1725197650111
,,-0.113281,0.460938,-9.84766,1725197650177
972.705,36.6543,,,,1725197650269
,,-0.078125,0.230469,-9.84375,1725197650338
972.705,36.6548,,,,1725197650463
,,0.0,0.304688,-9.88281,1725197650528
972.704,36.6548,,,,1725197650619
,,-0.078125,0.304688,-9.76953,1725197650686
972.706,36.6532,,,,1725197650814
,,0.191406,0.382813,-9.96094,1725197650882
972.703,36.6523,,,,1725197650979
,,0.113281,0.304688,-9.96094,1725197651046
972.705,36.6588,,,,1725197651166
,,-0.078125,0.152344,-9.73047,1725197651231
972.705,36.6583,,,,1725197651330
,,0.0,0.304688,-9.76953,1725197651397
972.704,36.6588,,,,1725197651524
,,-0.0390625,0.460938,-9.84766,1725197651592
972.707,36.6659,,,,1725197651689
,,0.152344,0.460938,-9.76563,1725197651754
972.706,36.6659,,,,1725197651877
,,-0.0390625,0.269531,-9.84766,1725197651944
972.704,36.6693,,,,1725197652036
,,0.113281,0.269531,-9.80469,1725197652107
972.703,36.6685,,,,1725197652236
,,0.191406,0.496094,-10.0,1725197652302
972.703,36.671,,,,1725197652397
,,-0.269531,0.652344,-9.80469,1725197652462
972.702,36.6738,,,,1725197652582
,,-0.230469,-0.152344,-9.76953,1725197652649
972.703,36.6733,,,,1725197652741
,,0.34375,0.230469,-9.96094,1725197652806
972.704,36.6753,,,,1725197652934
,,-0.0390625,0.152344,-9.84766,1725197652999
972.703,36.6753,,,,1725197653098
,,0.0,0.113281,-9.80469,1725197653168
972.702,36.6721,,,,1725197653288
,,0.113281,0.460938,-9.76563,1725197653353
972.703,36.6778,,,,1725197653446
,,-0.0390625,0.460938,-9.84766,1725197653514
972.701,36.6738,,,,1725197653637
,,0.230469,0.230469,-10.0039,1725197653703
972.702,36.6744,,,,1725197653806
,,0.0390625,0.269531,-9.69141,1725197653874
972.702,36.6767,,,,1725197654001
,,-0.113281,0.269531,-9.76563,1725197654065
972.703,36.6767,,,,1725197654158
,,0.230469,0.496094,-9.92578,1725197654221
972.701,36.6741,,,,1725197654343
,,0.0390625,0.496094,-9.88672,1725197654408
972.702,36.6801,,,,1725197654501
,,0.152344,0.230469,-9.92578,1725197654595
972.704,36.6818,,,,1725197654716
